Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
143,N8OBU,444.700000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N8OBU near Dansville, Ingham County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
144,W8CMN,443.812500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"W8CMN near Grass Lake, Jackson County, Michigan OPEN",,,,
145,Makinaw Rd/Tidibawase Rd,442.062500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"K8DAC near Saginaw, Saginaw County, Michigan OPEN",,,,
146,W8CMN,145.310000,-,0.600000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8CMN near Gilford, Tuscola County, Michigan OPEN",,,,
147,N8OBU,444.575000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8OBU near Dansville, Ingham County, Michigan OPEN",,,,
148,Rosine Tower Apt Bldg,147.240000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8DAC near Saginaw, Saginaw County, Michigan OPEN Receive sites at: Covenant Hemlock Bancroft Davenport Rosine Tower Gera Transmitter 225",,,,
149,Harrison Healthcare,145.330000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8ERL near Saginaw, Saginaw County, Michigan OPEN",,,,
150,KB8SWR,443.750000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8SWR near James Township, Saginaw County, Michigan OPEN",,,,
151,N8VDS,443.600000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N8VDS near James, Saginaw County, Michigan OPEN c-Bridge partner with DMR-MARC",,,,
152,KC8LMI,224.180000,-,1.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8LMI near Pleasant Lake, Jackson County, Michigan OPEN",,,,
153,KC8LMI,446.800000,,0.000000,TSQL,88.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8LMI near Pleasant Lake, Jackson County, Michigan OPEN Simplex Repeater",,,,
154,WKAR Tower,145.390000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8BCI near Okemos, Ingham County, Michigan OPEN",,,,
155,N8LFR,145.470000,-,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8LFR near Bad Axe, Huron County, Michigan OPEN",,,,
156,KA8WYN,442.037500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KA8WYN near Bad Axe, Huron County, Michigan OPEN This is an open system, which is part of the DCI network, a c-Bridge partner of DMR-MARC. We have access to all DMR-MARC talkgroups, DCI network talkgroups, as well as Michigan Mi5/Central Michigan Emergency Network (CMEN) statewide talkgroups.",,,,
157,KA8WYN,443.550000,+,5.000000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8WYN near Bad Axe, Huron County, Michigan OPEN",,,,
158,WB8RJY,51.700000,-,0.500000,TSQL,88.5,192.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"WB8RJY near Mason, Ingham County, Michigan CLOSED",,,,
159,W8TQE,145.370000,-,0.600000,Tone,85.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8TQE near Adrian, Lenawee County, Michigan OPEN",,,,
160,K8ADM,443.375000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8ADM near Adrian, Lenawee County, Michigan OPEN",,,,
161,MSU,442.900000,+,5.000000,TSQL,88.5,77.0,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8MSU near East Lansing, Ingham County, Michigan OPEN This repeater has scheduled times of analog-only operations. Thursdays for an FM net from 7:30 to 9:00 P.M. Wires-X and linking will be off during this time. Analog only during these times Please.",,,,
162,Michigan Intl Speedway,442.512500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"N8UWR near Onsted, Lenawee County, Michigan OPEN",,,,
163,KB8YUR,444.500000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8YUR near Bay City, Bay County, Michigan OPEN",,,,
164,County Bldg,147.360000,+,0.600000,TSQL,88.5,131.8,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8BAY near Bay City, Bay County, Michigan OPEN",,,,
165,KD8IEK,147.150000,+,0.600000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KD8IEK near Ithaca, Gratiot County, Michigan OPEN",,,,
166,Water Tower,146.880000,-,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8JXN near Jackson, Jackson County, Michigan OPEN",,,,
167,KA8ZXX,51.620000,-,0.500000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8ZXX near Pleasant Lake, Jackson County, Michigan OPEN",,,,
168,KA8HDY,147.360000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8HDY near Jackson, Jackson County, Michigan OPEN Linkable to 145.1500 (N8DUY) at Ann Arbor, MI for SKYWARN operations.",,,,
169,Downtown,442.500000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"N8URW near Jackson, Jackson County, Michigan OPEN",,,,
170,WD8EEQ,443.175000,+,5.000000,TSQL,88.5,77.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WD8EEQ near Jackson, Jackson County, Michigan OPEN",,,,
171,KA8YRL,444.175000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KA8YRL near Jackson, Jackson County, Michigan OPEN Linked to 145.1500 (N8DUY) at Ann Arbor, MI for SKYWARN operations.",,,,
172,Clark Lake,443.750000,,0.000000,Cross,88.5,88.5,754,NN,023,DTCS->,DN,5.00,,50W,"N8URX near Brooklyn, Jackson County, Michigan OPEN COMET GP9 @ 35 FEET power at >25-Watts @ experimental at this time (68794) ROOM ID",,,,
173,KC8LMI,443.875000,+,5.000000,TSQL,88.5,136.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KC8LMI near Aurelius, Ingham County, Michigan OPEN Linkable to 145.1500 (N8DUY) in Ann Arbor for SkyWarn operations.",,,,
174,KD8IFI,443.000000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KD8IFI near Lansing, Ingham County, Michigan OPEN",,,,
175,KD8IFI,442.525000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"KD8IFI near Lansing, Ingham County, Michigan OPEN",,,,
176,Ingham Reg Med Ctr,146.940000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8BCI near Lansing, Ingham County, Michigan OPEN If you do not have PL, dial 3, 2, 5 on your keypad to turn the PL off.",,,,
177,Ingham Reg Med Ctr,224.980000,-,1.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8BCI near Lansing, Ingham County, Michigan OPEN",,,,
178,Ingham Reg Med Ctr,146.700000,-,0.600000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8BCI near Lansing, Ingham County, Michigan OPEN",,,,
179,KB8LCY,147.280000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"KB8LCY near Lansing, Ingham County, Michigan OPEN",,,,
180,MGL Hospital,442.087500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KB8SXK near Lansing, Ingham County, Michigan OPEN",,,,
181,MGL Hospital,444.787500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"KB8SXK near Lansing, Ingham County, Michigan OPEN",,,,
182,W8IRA,145.470000,-,0.600000,TSQL,88.5,114.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8IRA near Onondaga, Ingham County, Michigan OPEN",,,,
183,KD8IEI,145.440000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KD8IEI near Saint Johns, Clinton County, Michigan OPEN",,,,
184,KD8IEI,442.937500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"KD8IEI near Saint Johns, Clinton County, Michigan OPEN",,,,
185,K8NET,146.740000,-,0.330000,Tone,114.8,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"K8NET near Port Hope, Huron County, Michigan OPEN Primarily Connected to WA8BRO - Fusion Equipment Room #01946 -CQ Michigan BrandMeister TG# 3198726, Connected to XLX624 and XLX625 Reflectors, YSF Room #73601",,,,
186,N9UV,442.050000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"N9UV near Dimondale, Eaton County, Michigan OPEN",,,,
187,KC8QVX,444.825000,+,5.000000,TSQL,88.5,107.2,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8QVX near Jerome, Hillsdale County, Michigan OPEN",,,,
188,N8JI,442.025000,+,5.000000,TSQL,88.5,173.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8JI near Potterville, Eaton County, Michigan OPEN",,,,
189,W8QPO,442.650000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8QPO near Breckenridge, Gratiot County, Michigan OPEN",,,,
190,Soccer Fields,147.000000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8KEA near Midland, Midland County, Michigan OPEN Moving to the old Midland Family Life Radio Station on M-20 west of Midland.",,,,
191,KC8ARJ,444.350000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"KC8ARJ near Midland, Midland County, Michigan OPEN",,,,
192,KD8IEK,443.137500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"KD8IEK near Ithaca, Gratiot County, Michigan OPEN",,,,
193,K8CHR,147.080000,+,0.600000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"K8CHR near Charlotte, Eaton County, Michigan OPEN",,,,
194,N8HEE,442.262500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"N8HEE near Charlotte, Eaton County, Michigan OPEN",,,,
195,County EOC,443.437500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"K8ETN near Charlotte, Eaton County, Michigan OPEN",,,,
196,N8HEE,443.625000,+,5.000000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8HEE near Charlotte, Eaton County, Michigan OPEN",,,,
197,County EOC,145.200000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"K8ETN near Charlotte, Eaton County, Michigan OPEN",,,,
198,Alma College,145.370000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8MUV near Alma, Gratiot County, Michigan OPEN",,,,
199,N8ZMT,145.130000,-,0.600000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"N8ZMT near Portland, Ionia County, Michigan OPEN",,,,
200,Pleasant Valley,146.720000,-,0.600000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KA8IBY near Midland, Midland County, Michigan OPEN  Notes Digitally linked full-time to Eastern-MI-Link Room which covers all of Eastern Michigan with linked digital repeaters from Toledo, OH to Grayling Michigan including Detroit.",,,,
201,KA8IBY,146.720000,-,0.600000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"KA8IBY near Oil City, Midland County, Michigan OPEN",,,,
202,W8COP,147.060000,+,0.600000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"W8COP near Sterling, Arenac County, Michigan OPEN",,,,
203,W8IRA,145.150000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8IRA near Mount Pleasant, Isabella County, Michigan OPEN",,,,
204,KC8RTU,442.825000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KC8RTU near Mount Pleasant, Isabella County, Michigan OPEN",,,,
205,KD8RHB,147.120000,+,0.600000,Tone,186.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"KD8RHB near Battle Creek, Calhoun County, Michigan OPEN",,,,
206,W8DF,442.762500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"W8DF near Battle Creek, Calhoun County, Michigan OPEN",,,,
207,W8DF,146.790000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"W8DF near Battle Creek, Calhoun County, Michigan OPEN",,,,
208,W8DF,146.660000,-,0.600000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8DF near Battle Creek, Calhoun County, Michigan OPEN",,,,
209,Saranac Bus Garage,444.725000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,DN,5.00,,50W,"WA8RRA near Saranac, Ionia County, Michigan OPEN",,,,
210,W8IRA,145.150000,-,0.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8IRA near Battle Creek, Calhoun County, Michigan OPEN",,,,
211,W8DF,224.240000,-,1.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8DF near Battle Creek, Calhoun County, Michigan OPEN",,,,
212,W8DF,443.950000,+,5.000000,TSQL,88.5,94.8,023,NN,023,Tone->Tone,FM,5.00,,50W,"W8DF near Battle Creek, Calhoun County, Michigan OPEN",,,,
213,WD8KAF,147.300000,+,0.600000,TSQL,88.5,100.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WD8KAF near Coldwater, Branch County, Michigan OPEN",,,,
214,WD8KAF,442.962500,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"WD8KAF near Coldwater, Branch County, Michigan OPEN",,,,
215,WD8KAF,443.300000,+,5.000000,TSQL,88.5,123.0,023,NN,023,Tone->Tone,FM,5.00,,50W,"WD8KAF near Coldwater, Branch County, Michigan OPEN",,,,
